"HUC08"	"Region"	"RegionName"	"WaterbodyName"	"WBID"	"Category"	"Impairments"	"Exceedances"	"Pollutant"	"PollutantCategory"	"EstimatedSizeAffected"	"Unit"	"WaterbodyType"	"WBType"	"ReachCode"	"Year"	"PotentialSources"	"SourceCategory"	"COMID"	"Comments"
"15050100"	"MG"	"Middle Gila"	"QUEEN CREEK/Headwaters - Superior Mining Div. outfall/1"	"15050100-014A"	"Category 5"	"BC-Impaired • AGL-Attaining • AW-Impaired"	"Mercury (dissolved)"	"Mercury (dissolved)"	NA	8.761	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21270406	"MGQEN037.47"
"15050100"	"MG"	"Middle Gila"	"Queen Creek/Superior Mining WWTP - Potts Canyon/1"	"15050100-014B"	"Category 5"	"BC-Inconclusive • AW-Impaired"	"Copper (2002)"	"Copper (2002)"	NA	5.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21270482	"MGQEN034.66"
"15050100"	"MG"	"Middle Gila"	"Queen Creek/Potts Canyon - Whitlow Canyon/1"	"15050100-014C"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Impaired"	"Copper (2010)"	"Copper (2010)"	NA	8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050100"	"MG"	"Middle Gila"	"Arnett Creek/Headwaters - Queen Creek/1"	"15050100-1818"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AW-Impaired"	"Copper (2010)"	"Copper (2010)"	NA	11.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050100"	"MG"	"Middle Gila"	"Unnamed Trib (Uq3) To Queen Cr/Headwaters (Near King’s Crown Peak) - Queen Creek/1"	"15050100-1843"	"Category 5"	"BC-Inconclusive • AGL-Inconclusive • AW-Impaired"	"Copper (2010)"	"Copper (2010)"	NA	1.7	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050100"	"MG"	"Middle Gila"	"PEACHVILLE WASH/Headwaters - Fortuna Wash/1"	"15050100-1846"	"Category 3"	"BC-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	2.09	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050100"	"MG"	"Middle Gila"	"Unnamed Trib To Dry Mineral Cr/Headwaters - Dry Mineral Creek/1"	"15050100-212"	"Category 3"	"BC-Inconclusive • AW-Inconclusive"	"Copper (dissolved)"	"Copper (dissolved)"	NA	1.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050201"	"SP"	"San Pedro"	"TURKEY CREEK/Headwaters - Rock Creek/1"	"15050201-002A"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	13.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21263991	"SPTUR028.53"
"15050201"	"SP"	"San Pedro"	"GRANT CREEK/Headwaters - Tributary at 323809 / 1095635/1"	"15050201-033A"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	6.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21258377	"SPGRA007.71"
"15050201"	"SP"	"San Pedro"	"BIG CREEK/Headwaters - Grant Creek/1"	"15050201-312"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Inconclusive"	NA	NA	NA	8.667	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	21258393	"SPBIG007.41"
"15050202"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Dragoon Wash - Tres Alamos Wash/1"	"15050202-002"	"Category 3"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	15.494	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050202"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Babocomari River - Dragoon Wash/1"	"15050202-003"	"Category 5"	"FC-Inconclusive • BC-Impaired • AGI-Inconclusive/AGL-Attaining • AW-Attaining"	"E. coli (2004)"	"E. coli (2004)"	NA	16.951	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15932203	"SPSPR102.01"
"15050202"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Babocomari River - Dragoon Wash/1"	"15050202-003"	"Category 5"	"FC-Inconclusive • BC-Impaired • AGI-Inconclusive/AGL-Attaining • AW-Attaining"	"E. coli (2004)"	"E. coli (2004)"	NA	16.951	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15932247	"SPSPR108.03"
"15050202"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Charleston - Walnut Gulch/1"	"15050202-006"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	8.873	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15932391	"SPSPR117.97"
"15050202"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Charleston - Walnut Gulch/1"	"15050202-006"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGI-Inconclusive/AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	8.873	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15932591	"SPSPR126.35"
"15050202"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Mexico border - Charleston/1"	"15050202-008"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Impaired"	NA	NA	NA	28.327	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	945050169	"SPSPR150.09"
"15050202"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Mexico border - Charleston/1"	"15050202-008"	"Category 5"	"FC-Attaining • BC-Impaired • AGI-Attaining/AGL-Attaining • AW-Impaired"	NA	NA	NA	28.327	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15932827	"SPSPR134.35"
"15050202"	"SP"	"San Pedro"	"RAMSEY CANYON/Headwaters - Forest road 110/1"	"15050202-404A"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	4.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15934841	"SPRMC011.48"
"15050202"	"SP"	"San Pedro"	"RAMSEY CANYON/Headwaters - Forest road 110/1"	"15050202-404A"	"Category 2"	"FC-Attaining • BC-Attaining • AGI-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	4.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15934841	"SPRMC011.11"
"15050202"	"SP"	"San Pedro"	"MILLER CANYON/Headwaters - Broken Arrow Ranch/1"	"15050202-409A"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	4.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15934521	"SPMLC012.43"
"15050202"	"SP"	"San Pedro"	"MILLER CANYON/Headwaters - Broken Arrow Ranch/1"	"15050202-409A"	"Category 2"	"DWS-Attaining • FC-Attaining • BC-Attaining/AGL-Attaining • AW-Inconclusive"	NA	NA	NA	4.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15934521	"SPMLC013.56"
"15050203"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Aravaipa Creek - Gila River/1"	"15050203-001"	"Category 4"	"FC-Attaining • BC-NotAttaining • AGL-Inconclusive/AW-Inconclusive"	"E. coli (2004)"	"E. coli (2004)"	NA	13.26	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15915505	"SPSPR005.28"
"15050203"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Aravaipa Creek - Gila River/1"	"15050203-001"	"Category 4"	"FC-Attaining • BC-NotAttaining • AGL-Inconclusive/AW-Inconclusive"	"E. coli (2004)"	"E. coli (2004)"	NA	13.26	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15915613	"SPSPR006.75"
"15050203"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Aravaipa Creek - Gila River/1"	"15050203-001"	"Category 4"	"FC-Attaining • BC-NotAttaining • AGL-Inconclusive/AW-Inconclusive"	"E. coli (2004)"	"E. coli (2004)"	NA	13.26	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15918671	"SPSPR003.85"
"15050203"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Peppersauce Wash - Aravaipa/1"	"15050203-003"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	21.275	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15918891	"SPSPR014.18"
"15050203"	"SP"	"San Pedro"	"SAN PEDRO RIVER/Peppersauce Wash - Aravaipa/1"	"15050203-003"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	21.275	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15918897	"SPSPR015.42"
"15050203"	"SP"	"San Pedro"	"ARAVAIPA CREEK/Stowe Gulch - Aravaipa Wild. Bndry/1"	"15050203-004B"	"Category 1"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Attaining"	NA	NA	NA	15.539	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15915645	"SPARA017.25"
"15050203"	"SP"	"San Pedro"	"ARAVAIPA CREEK/Stowe Gulch - Aravaipa Wild. Bndry/1"	"15050203-004B"	"Category 1"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Attaining"	NA	NA	NA	15.539	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15915785	"SPARA026.35"
"15050203"	"SP"	"San Pedro"	"ARAVAIPA CREEK/Stowe Gulch - Aravaipa Wild. Bndry/1"	"15050203-004B"	"Category 1"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Attaining"	NA	NA	NA	15.539	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15915707	"SPARA019.41"
"15050203"	"SP"	"San Pedro"	"ARAVAIPA CREEK/Stowe Gulch - Aravaipa Wild. Bndry/1"	"15050203-004B"	"Category 1"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Attaining"	NA	NA	NA	15.539	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15915633	"SPARA013.78"
"15050203"	"SP"	"San Pedro"	"ARAVAIPA CREEK/Aravaipa Cyn Wilderness - San Pedro River/1"	"15050203-004C"	"Category 5"	"FC-Attaining • BC-Impaired • AGL-Attaining/AW-Inconclusive"	"Add E. coli to the 303(d) list."	"Add E. coli to the 303(d) list."	NA	12.598	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15915721	"SPARA010.19"
"15050203"	"SP"	"San Pedro"	"BUEHMAN CANYON/Headwaters - end of Unique Water/1"	"15050203-010A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Attaining"	NA	NA	NA	10.474	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15919655	"SPBHC004.66"
"15050203"	"SP"	"San Pedro"	"BUEHMAN CANYON/Headwaters - end of Unique Water/1"	"15050203-010A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Attaining"	NA	NA	NA	10.474	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15919657	"SPBHC007.37"
"15050203"	"SP"	"San Pedro"	"BUEHMAN CANYON/Headwaters - end of Unique Water/1"	"15050203-010A"	"Category 2"	"FC-Attaining • BC-Inconclusive • AGL-Attaining/AW-Attaining"	NA	NA	NA	10.474	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15919613	"SPBHC004.31"
"15050203"	"SP"	"San Pedro"	"HOT SPRINGS CANYON/Headwaters - San Pedro River/1"	"15050203-013"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining /AW-Inconclusive"	NA	NA	NA	25.918	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15919765	"SPHSC010.67"
"15050203"	"SP"	"San Pedro"	"COPPER CREEK/Headwaters - Prospect Canyon/1"	"15050203-022A"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Impaired"	"Zinc /(dissolved)"	"Zinc /(dissolved)"	NA	6.641	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15916589	"SPCOP011.39"
"15050203"	"SP"	"San Pedro"	"COPPER CREEK/Headwaters - Prospect Canyon/1"	"15050203-022A"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGL-Inconclusive AW-Impaired"	"Zinc /(dissolved)"	"Zinc /(dissolved)"	NA	6.641	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15918801	"SPCOP008.37"
"15050203"	"SP"	"San Pedro"	"BASS CANYON/Tributary at 322606 / 110131/1"	"15050203-899B"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	7.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15919743	"SPBAS000.62"
"15050203"	"SP"	"San Pedro"	"BASS CANYON/Tributary at 322606 / 110131/1"	"15050203-899B"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	7.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15919741	"SPBAS001.64"
"15050301"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/Canada Del Oro - HUC 1"	"15050301-001"	"Category 4"	"BC-Impaired • AW-NotAttaining"	NA	NA	NA	8.634	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15890430	"SCSCR034.56"
"15050301"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/Canada Del Oro - HUC 1"	"15050301-001"	"Category 4"	"BC-Impaired • AW-NotAttaining"	NA	NA	NA	8.634	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15903137	"SCSCR039.63"
"15050301"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/Roger Road WWTP Outfall - Intermittent Reach/1"	"15050301-003B"	"Category 2"	"BC-Attaining • AW-Inconclusive"	NA	NA	NA	2.9	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15902449	"SCSCR045.13"
"15050301"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/Josephine Canyon - Tubac Bridge/1"	"15050301-008A"	"Category 5"	"BC-Impaired • AGL-Attaining • AW-Impaired"	"Lead /(dissolved)"	"Lead /(dissolved)"	NA	4.788	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15905101	"SCSCR103.45"
"15050301"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/Tubac Bridge - Sopori Wash/1"	"15050301-008B"	"Category 5"	"BC-Inconclusive • AGL-Inconclusive • AW-Impaired"	"Add E. coli to the 303(d) list."	"Add E. coli to the 303(d) list."	NA	8.947	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15905017	"SCSCR096.72"
"15050301"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/Nogales WWTP - Josephine Can/1"	"15050301-009"	"Category 5"	"BC-Impaired • AGL-Inconclusive • AW-Impaired"	"E. coli (2012/14)"	"E. coli (2012/14)"	NA	9.112	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15905123	"SCSCR105.52"
"15050301"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/Nogales WWTP - Josephine Can/1"	"15050301-009"	"Category 5"	"BC-Impaired • AGL-Inconclusive • AW-Impaired"	"E. coli (2012/14)"	"E. coli (2012/14)"	NA	9.112	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15907605	"SCSCR111.66"
"15050301"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/Mexican border - Nogales WWTP/1"	"15050301-010"	"Category 3"	"DWS-Inconclusive • FC-Inconclusive • BC-Inconclusive AGI-Inconclusive • AGL-Inconclusive • AW-Inconclusive"	NA	NA	NA	16.981	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15908005	"SCSCR128.27"
"15050301"	"SC"	"Santa Cruz"	"NOGALES WASH/Mexico Border - Portrero Creek/1"	"15050301-011"	"Category 5"	"FC-Inconclusive • BC-Impaired • AW-Impaired"	"Copper and ammonia (2004), E. coli (1998) and /total residual chlorine (1996)"	"Copper and ammonia (2004), E. coli (1998) and /total residual chlorine (1996)"	NA	6.239	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"SONOITA CREEK/Patagonia WWTP Outfall - 1600 Feet Below/1"	"15050301-013B"	"Category 3"	"BC-Inconclusive • AGL-Inconclusive/AW-Inconclusive"	NA	NA	NA	0.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15906333	"SCSON018.31"
"15050301"	"SC"	"Santa Cruz"	"SONOITA CREEK/1600 Feet Below Patagonia Wwtp - Patagonia Lake/1"	"15050301-013C"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Impaired"	"Zinc /(dissolved)"	"Zinc /(dissolved)"	NA	9.03	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15906393	"SCSON015.35"
"15050301"	"SC"	"Santa Cruz"	"SONOITA CREEK/1600 Feet Below Patagonia Wwtp - Patagonia Lake/1"	"15050301-013C"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Impaired"	"Zinc /(dissolved)"	"Zinc /(dissolved)"	NA	9.03	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15906359	"SCSON016.78"
"15050301"	"SC"	"Santa Cruz"	"SONOITA CREEK/1600 Feet Below Patagonia Wwtp - Patagonia Lake/1"	"15050301-013C"	"Category 5"	"FC-Inconclusive • BC-Inconclusive • AGI-Inconclusive AGL-Inconclusive • AW-Impaired"	"Zinc /(dissolved)"	"Zinc /(dissolved)"	NA	9.03	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15906457	"SCSON014.52"
"15050301"	"SC"	"Santa Cruz"	"Harshaw Creek/Headwaters - 312743 / 1104321/1"	"15050301-025A"	"Category 4"	"AW-NotAttaining • AGL-NotAttaining /BC-NotAttaining"	"Copper and pH (1992)"	"Copper and pH (1992)"	NA	3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"Humboldt Canyon/Headwaters - Alum Gulch/1"	"15050301-340"	"Category 4"	"FC-Inconclusive • BC-NotAttaining/AW-NotAttaining"	"Low pH, zinc, copper, and cadmium (1996)"	"Low pH, zinc, copper, and cadmium (1996)"	NA	2.6	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"POTRERO CREEK/Interstate 19 - Santa Cruz River/1"	"15050301-500B"	"Category 5"	"FC-Inconclusive • BC-Impaired • AGL-Inconclusive/AW-Impaired"	"E. coli, low Dissolved Oxygen /and total residual chlorine (2010)"	"E. coli, low Dissolved Oxygen /and total residual chlorine (2010)"	NA	4.903	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"Three R Canyon/Headwaters - 312819 / 1104556/1"	"15050301-558A"	"Category 4"	"AW-NotAttaining • AGL-NotAttaining/BC-NotAttaining"	"Cadmium (2002); copper, zinc, and pH (1996)"	"Cadmium (2002); copper, zinc, and pH (1996)"	NA	2.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"Three R Canyon / 312835 / 1104619 - 312827 / 1104712 (intermittent flow) / 1"	"15050301-558B"	"Category 4"	"AW-NotAttaining • AGL-NotAttaining/BC-NotAttaining • FC-Inconclusive"	"Cadmium (2002); beryllium, copper, zinc, and pH (1996)"	"Cadmium (2002); beryllium, copper, zinc, and pH (1996)"	NA	1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"Three R Canyon / 312827 / 1104712 - Sonoita Creek / 1"	"15050301-558C"	"Category 4"	"AW-NotAttaining • AGL-NotAttaining/BC-NotAttaining"	"Cadmium (2002); copper, zinc, and pH (1996)"	"Cadmium (2002); copper, zinc, and pH (1996)"	NA	3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"cox gulch/Headwaters - Three R Canyon/1"	"15050301-560"	"Category 4"	"AW-NotAttaining • AGL-NotAttaining /BC-NotAttaining • FC-Inconclusive"	"Cadmium (2002); beryllium, copper, zinc, and pH (1996)"	"Cadmium (2002); beryllium, copper, zinc, and pH (1996)"	NA	2.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"ALUM GULCH/Headwaters - 312820 / 1104351/1"	"15050301-561A"	"Category 4"	"AW-NotAttaining • AGL-NotAttaining /BC-NotAttaining"	"Low pH, zinc, copper, and cadmium (1996)"	"Low pH, zinc, copper, and cadmium (1996)"	NA	0.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"ALUM GULCH/312820 / 1104351 - 312917 / 1104425/1"	"15050301-561B"	"Category 4"	"FC-NotAttaining • BC-NotAttaining • AGL-NotAttaining/AW-NotAttaining"	"Low pH, zinc, copper, and cadmium (1996)"	"Low pH, zinc, copper, and cadmium (1996)"	NA	1.4	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"ALUM GULCH/312917 / 1104425 - Sonoita Creek/1"	"15050301-561C"	"Category 4"	"BC-NotAttaining • AGL-NotAttaining/AW-NotAttaining"	"Low pH, zinc, copper, and cadmium (1996)"	"Low pH, zinc, copper, and cadmium (1996)"	NA	2.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"Unnamed Trib (UA2) to Alum Gulch / Headwaters - Alum Gulch / 1"	"15050301-641"	"Category 4"	"BC-Inconclusive • AW-NotAttaining"	"Zinc and copper (2012)"	"Zinc and copper (2012)"	NA	0.3	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"Unnamed Trib to Harshaw Creek / Headwaters - Harshaw Creek / 1"	"15050301-888"	"Category 4"	"AW-NotAttaining • BC-NotAttaining"	"Copper and pH (1992)"	"Copper and pH (1992)"	NA	2	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"Unnamed Trib to Three R Canyon / Headwaters - Three R Canyon / 1"	"15050301-889"	"Category 4"	"AW-NotAttaining • BC-NotAttaining"	"Cadmium (2002); copper, zinc, and pH (1996)"	"Cadmium (2002); copper, zinc, and pH (1996)"	NA	2	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050301"	"SC"	"Santa Cruz"	"Unnamed Trib to Cox Gulch / Headwaters - Cox Gulch / 1"	"15050301-890"	"Category 4"	"AW-NotAttaining • BC-NotAttaining"	"Cadmium (2002); copper, zinc, and pH (1996)"	"Cadmium (2002); copper, zinc, and pH (1996)"	NA	1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	NA	NA
"15050302"	"SC"	"Santa Cruz"	"CIENEGA CREEK/Empire Gulch - USGS Gage station (Pantano Wash)/1"	"15050302-006B"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	28.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15894464	"SCCIE004.25"
"15050302"	"SC"	"Santa Cruz"	"CIENEGA CREEK/Empire Gulch - USGS Gage station (Pantano Wash)/1"	"15050302-006B"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	28.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15894434	"SCCIE003.26"
"15050302"	"SC"	"Santa Cruz"	"CIENEGA CREEK/Empire Gulch - USGS Gage station (Pantano Wash)/1"	"15050302-006B"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	28.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15894416	"SCCIE000.43"
"15050302"	"SC"	"Santa Cruz"	"CIENEGA CREEK/Empire Gulch - USGS Gage station (Pantano Wash)/1"	"15050302-006B"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	28.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15895456	"SCCIE007.32"
"15050302"	"SC"	"Santa Cruz"	"CIENEGA CREEK/Empire Gulch - USGS Gage station (Pantano Wash)/1"	"15050302-006B"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	28.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15894478	"SCCIE006.69"
"15050302"	"SC"	"Santa Cruz"	"CIENEGA CREEK/Empire Gulch - USGS Gage station (Pantano Wash)/1"	"15050302-006B"	"Category 2"	"FC-Attaining • BC-Attaining • AGL-Attaining/AW-Inconclusive"	NA	NA	NA	28.8	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15894436	"SCCIE002.89"
"15050302"	"SC"	"Santa Cruz"	"SABINO CREEK/Tributary at 322328 / 1104700 - Tanque Verde Wash/1"	"15050302-014B"	"Category 2"	"DWS-Inconclusive • FC-Attaining • BC-Inconclusive/AGI-Attaining • AW-Attaining"	NA	NA	NA	14.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15893840	"SCSAB007.15"
"15050302"	"SC"	"Santa Cruz"	"SABINO CREEK/Tributary at 322328 / 1104700 - Tanque Verde Wash/1"	"15050302-014B"	"Category 2"	"DWS-Inconclusive • FC-Attaining • BC-Inconclusive/AGI-Attaining • AW-Attaining"	NA	NA	NA	14.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15893872	"SCSAB005.09"
"15050302"	"SC"	"Santa Cruz"	"SABINO CREEK/Tributary at 322328 / 1104700 - Tanque Verde Wash/1"	"15050302-014B"	"Category 2"	"DWS-Inconclusive • FC-Attaining • BC-Inconclusive/AGI-Attaining • AW-Attaining"	NA	NA	NA	14.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15893752	"SCSAB009.77"
"15050302"	"SC"	"Santa Cruz"	"SABINO CREEK/Tributary at 322328 / 1104700 - Tanque Verde Wash/1"	"15050302-014B"	"Category 2"	"DWS-Inconclusive • FC-Attaining • BC-Inconclusive/AGI-Attaining • AW-Attaining"	NA	NA	NA	14.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15893840	"SCSAB005.40"
"15050302"	"SC"	"Santa Cruz"	"SABINO CREEK/Tributary at 322328 / 1104700 - Tanque Verde Wash/1"	"15050302-014B"	"Category 2"	"DWS-Inconclusive • FC-Attaining • BC-Inconclusive/AGI-Attaining • AW-Attaining"	NA	NA	NA	14.1	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15893872	"SCSAB004.49"
"15050303"	"SC"	"Santa Cruz"	"SANTA CRUZ RIVER/HUC 150a50303 Boundary - Baumgartner Road/1"	"15050303-005A"	"Category 2"	"BC-Inconclusive • AW-Attaining"	NA	NA	NA	24.5	"miles"	"Stream"	"Perennial"	NA	NA	NA	NA	15890430	"SCSCR034.31"
